,average_surface_distance_gt_to_pr,average_surface_distance_pr_to_gt,dice,distance,jaccard,overlap_fraction_gt_with_pr,overlap_fraction_pr_with_gt,patient_id,precision,prediction_X_center,prediction_X_length,prediction_X_max,prediction_X_min,prediction_Y_center,prediction_Y_length,prediction_Y_max,prediction_Y_min,prediction_Z_center,prediction_Z_length,prediction_Z_max,prediction_Z_min,recall,robust_hausdorff,segmentation_score,surface_dice,x_distance,y_distance,z_distance
0,1.6357210272684366,0.622396629306294,0.7738630795955637,3.569667541701398,0.6311392037198489,0.9249483768828949,1.0,3023568408-test,0.9612703330751355,370.5,32,386,355,399.0,29,413,385,96.0,17,104,88,0.6476069777844043,6.25,0.6760501913721468,0.8230357577700104,0.8876955,1.4794925,3.125
1,1.3094333149136022,0.3796615289416069,0.6153846153846154,3.107445466038624,0.4444444444444444,0.9989208961341951,1.0,1225316081-test,0.8709677419354839,164.5,12,170,159,200.0,15,207,193,96.0,7,99,93,0.47577092511013214,4.247941750625119,0.5023109703134802,0.8177051642485688,2.1855480000000003,1.82129,1.25
2,2.436337581572692,0.907996059200068,0.796126981349432,4.99098465101091,0.6613047796700502,0.8548150248233864,0.9989820245663495,2151469008-retest,0.9586430519624943,201.0,69,235,167,305.0,89,349,261,120.0,41,140,100,0.6807254954116239,8.161580903881367,0.6529315469515488,0.6950671401078901,3.8964825,2.8574205,1.25
3,1.4786326810214203,0.9019007575335581,0.7458775694601311,3.332300903865713,0.5947406340057637,0.972020733875556,0.9934657050638074,3160137230-retest,0.8465219620577679,193.5,38,212,175,275.0,29,289,261,192.0,27,205,179,0.6666218034993271,4.6822965822532,0.6472431997194006,0.8100518351082902,2.1943354999999998,2.507812,0.0
4,64.23598034993199,79.051913971198,0.0,87.37662224178577,0.0,0.0,0.0,1867199702-test,0.0,196.5,82,237,156,358.5,96,406,311,100.5,50,125,76,0.0,98.60535633631511,,0.0,87.0136345,7.8574185,1.25
5,1.3835646217356377,60.229160648318526,0.2070629048432122,48.92791365737232,0.11548810351603833,0.9971699384862664,0.2538478349907496,2655999012-retest,0.12958377149835476,138.0,179,227,49,280.5,132,346,215,123.5,68,157,90,0.5149636020490699,102.16892271885443,0.05844183678582949,0.319817336005649,34.1796875,18.046875,30.0
6,0.6610362296904987,0.45717054254626943,0.9468907977064024,1.3600548497531266,0.8991382808583773,0.9994277831001899,1.0,1346917136-test,0.9779677122872973,124.5,100,174,75,246.5,96,294,199,125.5,48,149,102,0.9177281188176706,2.156944611851681,0.8995052034521017,0.9659374183553048,1.171876,0.292969,0.625
7,1.3259419383807451,0.8957592507337433,0.8056288763298949,2.298855401694341,0.67452139486957,0.9637812426021722,0.9833162920995977,2357766186-test,0.7715331410316058,135.5,58,164,107,294.5,66,327,262,167.0,29,181,153,0.8428774735700731,4.531343144921271,0.7099765604013794,0.816082166444185,2.2675769999999997,0.3779295,0.0
8,1.500311739261653,40.10824396095117,0.1417731964079654,43.600989141759065,0.07629488291413704,0.998806681601527,0.15253423371228014,6324870494-retest,0.07975224294117221,120.0,109,174,66,361.0,115,418,304,88.5,74,125,52,0.6376710739967525,74.93252871958848,0.00337204923041571,0.2281245193145963,12.542964,29.046864,30.0
9,1.632201138473915,20.1400874735876,0.45917754247722237,28.438455196346794,0.2980080801881968,0.9132539270291828,0.3900574019428803,2669524182-test,0.3224418652907081,340.0,75,377,303,342.0,81,382,302,153.5,70,188,119,0.7972704884389109,47.54478328124758,0.2177234650852204,0.498824223540549,12.048832,13.603520000000001,21.875
10,3.657402250621984,0.8208147944775985,0.820172633008758,10.27203435711174,0.6951632551975261,0.7732499066405919,0.9999568618224258,1129164940-test,0.9822570272008474,156.0,81,196,116,363.0,85,405,321,165.5,40,185,146,0.7040034706687816,16.364373058549354,0.6749684942380083,0.7406363570422732,10.08301,0.576172,1.875
11,1.7818592796045063,0.832707743455852,0.7598242763435037,2.288681360921175,0.6126746894409938,0.9389037058520744,1.0,1500037140-retest,0.9898087174662904,143.0,33,159,127,331.5,38,350,313,225.5,22,236,215,0.6165641175896084,5.23441453110164,0.6341244421472924,0.7671449811656338,1.9042980000000003,1.269532,0.0
12,0.8092282537858456,0.4910049640085087,0.8676209187014688,2.278761203924733,0.7661929940515532,0.9947299961501471,1.0,2539508879-test,0.9316857544705646,145.0,49,169,121,345.5,40,365,326,146.5,22,157,136,0.8117997198879552,2.578124,0.8121256362509562,0.9449271177032202,1.6113274999999998,1.6113274999999998,0.0
13,31.22043630342778,65.03886068581664,0.0,57.2382841902046,0.0,0.0,0.0,1801720707-retest,0.0,163.0,53,189,137,239.0,53,265,213,146.5,36,164,129,0.0,76.32285576713748,,0.0,5.810549,18.798835,53.75
14,1.311761754862055,0.8911040994840127,0.9173370344611105,5.593549236402947,0.8472969554329505,0.9594341972573917,0.9858039763111452,3152132495-test,0.9302046178666942,132.0,115,189,75,224.5,142,295,154,151.0,51,176,126,0.9048205900297777,4.605035709603129,0.8344307059401661,0.8409447739138498,4.482419999999999,3.287108,0.625
15,0.5814557968460565,94.05263421774421,0.11102932155563734,83.1988145960259,0.058777683964408654,1.0,0.09238303914221607,2799584460-retest,0.060393727060393726,258.0,211,363,153,231.0,119,290,172,177.5,60,207,148,0.6871678056188307,158.33698422537566,0.0013214073068931057,0.18184079284516302,68.01760300000001,35.205091,32.5
16,0.7107531520923575,0.46137045186921166,0.9451609717308671,2.4256542287605622,0.8960238921779046,0.99523694571424,1.0,1346917136-retest,0.9863475636505864,107.5,98,156,59,261.5,94,308,215,110.5,46,133,88,0.9072761393580506,2.343752,0.8956473436476581,0.9618550722874395,2.343752,0.0,0.625
17,1.183322009854299,0.7629196547637296,0.8640949197458367,0.7248804454227262,0.7607104984093319,0.9981669501843305,1.0,1332496276-retest,0.981058533916849,172.5,54,199,146,138.0,49,162,114,81.5,26,94,69,0.7720497228649841,3.1923981972805335,0.7796459027368196,0.8628615597907108,0.0,0.3671875,0.625
18,2.5350959653036025,0.8243091365908515,0.7732976992795724,8.818865090963632,0.6303874206687506,0.8510111835157225,0.9935594259061529,2357766186-retest,0.7656245506054243,131.5,56,159,104,289.5,70,324,255,147.5,28,161,134,0.7811262067548931,10.853776466858529,0.6623036905477127,0.7395755397418388,8.789064,0.366211,0.625
19,1.1401675614812357,0.7607770189292642,0.8756249390727924,2.7564953476402785,0.7787658847135178,0.9993165873445995,1.0,1332496276-test,0.9860117927487141,168.5,56,196,141,155.0,49,179,131,69.5,26,82,57,0.7874658718032213,3.0279056938129694,0.796426128249932,0.8645084803934356,1.1015625,0.3671875,2.5
20,6.371569598695784,133.29327916807082,0.0015255530129672007,88.20759724570893,0.0007633587786259542,0.2706789078705836,0.009086048406426973,9763310455-test,0.009009009009009009,250.0,161,330,170,267.0,161,347,187,148.0,95,195,101,0.0008333333333333334,156.03503780850556,1.631275201e-314,0.02286231108777169,50.415062500000005,43.961934500000005,57.5
21,1.3303725699510227,0.5491064320258819,0.7580202906498492,2.8980057798424075,0.6103322662545535,0.9611119299785404,1.0,1286684383-retest,0.9160039761431411,329.5,24,341,318,353.0,51,378,328,164.5,14,171,158,0.6465154349859682,4.5069390943299865,0.6676971559822167,0.8538409218652577,0.3125,2.1875,1.875
22,0.9226373089526679,0.5497004697534902,0.9012693467669771,4.073203401128404,0.8202823359073359,0.9835404930124833,1.0,1825099523-retest,0.983330320014464,312.5,48,336,289,334.0,47,357,311,168.0,31,183,153,0.8318497445780184,2.630434956486094,0.8412231621797472,0.9405706687284484,3.85742,0.385742,1.25
23,0.9307169490408009,0.9554397768313716,0.7848344738302201,2.0606775971864204,0.6458663095093145,0.9990548325303515,0.9814522971899131,3160137230-test,0.768879547760545,186.5,42,207,166,287.5,34,304,271,158.0,31,173,143,0.8014655888796555,3.7468414066859035,0.7116439237629182,0.8498180105551686,1.606445,0.321289,1.25
24,1.442697211885067,20.5502258273569,0.48464784504829,28.04992948075043,0.31982522575007283,0.9237882584043837,0.4100090170645071,2669524182-retest,0.3451488783824565,329.5,74,366,293,356.5,82,397,316,144.0,75,181,107,0.8134001066793102,49.225041210224745,0.244530184526078,0.5344759702601639,11.843744,11.843744,22.5
25,110.69868337992341,134.5401140876175,0.0,135.49549419871147,0.0,0.0,0.0,9763310455-retest,0.0,330.0,91,375,285,334.0,91,379,289,99.5,52,125,74,0.0,158.49879964787797,,0.0,16.776359499999998,91.2470285,98.75
26,1.3253424658114474,1.4430884089029432,0.6996561518911646,7.207851621669247,0.5380547252241895,0.9729221170438156,0.9087745760260004,1286684383-test,0.7637075718015666,339.0,27,352,326,362.0,51,387,337,165.5,16,173,158,0.6455172413793103,6.555055301063447,0.611134532818462,0.7653068686371404,2.5,5.625,3.75
27,2.6135897422330587,2.621424657680788,0.7169902577212741,2.751051362013439,0.5588346168345091,0.8588955664784459,0.835921544672859,1344011628-test,0.726155209815493,210.0,61,240,180,298.0,67,331,265,136.5,36,154,119,0.7080537675984261,12.871549590752466,0.5540659920422596,0.6113610175209756,0.910156,2.27539,1.25
28,1.2161970275258147,0.6124879607970994,0.8247721465888723,2.4527709432370566,0.7017976507236031,0.9790782720779758,1.0,1500037140-test,0.9928387807565185,133.5,32,149,118,322.0,37,340,304,216.0,21,226,206,0.7053682082055965,4.231795156789137,0.7398543561249672,0.8665536734912047,2.3583979999999998,0.673828,0.0
29,1.746201646028555,5.932248113406994,0.47558716506781346,10.036620761426029,0.3119805568213875,0.9456297462596703,0.5387327726832276,2073083717-retest,0.32032172537486353,187.0,61,217,157,203.0,77,241,165,130.5,34,147,114,0.9229633433908968,16.43977477012529,0.250966072677956,0.4030057006694392,8.124992,5.585932000000001,1.875
30,2.0876813862424597,0.8418839054330675,0.8658088843316906,2.0543119185457814,0.7633712452610091,0.8905333921033589,1.0,2619750334-retest,0.9846524225097804,196.5,66,229,164,328.5,68,362,295,151.0,41,171,131,0.7725636030930878,7.357472402003354,0.7457382224114849,0.7590734485816795,0.904297,1.3564455,1.25
31,146.9662429535745,154.71738980518688,0.0,161.85494336410395,0.0,0.0,0.0,2799584460-test,0.0,365.5,34,382,349,165.5,48,189,142,170.0,31,185,155,0.0,162.83499067960568,,0.0,143.212943,61.865257,43.125
32,0.8080512726128892,0.5365087205601382,0.846473851030111,0.0,0.7338141851279409,1.0,1.0,3023568408-retest,0.9474501108647451,373.5,32,389,358,372.0,29,386,358,103.0,17,111,95,0.7649480844969567,2.367188,0.789601541818727,0.9555417573977987,0.0,0.0,0.0
33,23.24328047583582,46.80508684035379,0.0,55.99500713716173,0.0,0.0,0.0,1760553574-test,0.0,364.0,55,391,337,362.0,59,391,333,115.0,55,142,88,0.0,76.30257462183631,,0.0,10.195307999999999,2.5488269999999997,55.0
34,1.4279538561444454,0.7557128495467352,0.8819888139169204,5.031565401604654,0.7888908670108599,0.9471771526620704,0.9984501769779632,1532432635-test,0.9569386256640608,134.0,57,162,106,310.0,57,338,282,105.5,36,123,88,0.8179267572356763,5.0823299897783105,0.8045886965929018,0.8393989723220525,4.3125,2.515625,0.625
